target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4382.38	327.258	2.85734
NM_000015.3	1285	1057.38	0	0
NM_000016.6	2261	2033.38	1258.78	23.6871
NM_000017.4	1859	1631.38	216	5.06616
NM_000018.4	2184	1956.38	9307.07	182.029
NM_000019.4	1537	1309.38	2252.45	65.8218
NM_000020.3	4177	3949.38	0	0
NM_000021.4	6018	5790.38	1128.87	7.45962
NM_000022.4	1496	1268.38	284.616	8.586
NM_000023.4	1429	1201.38	18	0.573287
NM_000024.6	2013	1785.38	21	0.450059
NM_000025.3	2585	2357.38	1.06035	0.0172108
NM_000026.4	4359	4131.38	318.94	2.95389
NM_000027.4	2037	1809.38	646.81	13.6781
NM_000028.3	7314	7086.38	0	0
NM_000030.3	2900	2672.38	3.06474	0.043881
NM_000031.6	3129	2901.38	2008.41	26.4867
NM_000032.5	1940	1712.38	0	0
NM_000033.4	3669	3441.38	945.513	10.5127
NM_000035.4	2420	2192.38	1	0.0174528
NM_000036.3	2335	2107.38	0	0
NM_000037.4	8292	8064.38	0	0
NM_000038.6	10704	10476.4	1155.89	4.22169
NM_000039.3	899	671.452	0	0
NM_000040.3	535	313.141	0	0
NM_000041.4	1166	938.385	32.7255	1.3344
NM_000042.3	1174	946.385	0	0
NM_000043.6	3696	3468.38	2271.05	25.0542
NM_000044.6	10667	10439.4	516.73	1.89396
NM_000045.4	1447	1219.38	0	0
NM_000046.5	4852	4624.38	1161.41	9.60978
NM_000047.3	2219	1991.38	0	0
NM_000048.4	2140	1912.38	879.393	17.595
NM_000049.4	5422	5194.38	10.2913	0.0758083
NM_000050.4	1863	1635.38	42.1115	0.985287
NM_000051.4	12915	12687.4	941.801	2.84033
NM_000052.7	8492	8264.38	1160.43	5.37266
NM_000053.4	6598	6370.38	0.354181	0.00212736
NM_000054.7	1825	1597.38	0	0
NM_000055.4	2405	2177.38	100.887	1.77289
NM_000056.5	1506	1278.38	246.645	7.3823
NM_000057.4	5240	5012.38	801.029	6.11485
NM_000059.4	11954	11726.4	1077.67	3.51644
NM_000061.3	2575	2347.38	0	0
NM_000062.3	1830	1602.38	2897.36	69.1859
NM_000063.6	2610	2382.38	49.8947	0.801354
NM_000064.4	5231	5003.38	1376	10.5229
NM_000065.5	3691	3463.38	0	0
NM_000066.4	2040	1812.38	0	0
NM_000067.3	1562	1334.38	14	0.401448
NM_000068.4	8660	8432.38	0	0
NM_000069.3	6028	5800.38	0	0
NM_000070.3	3315	3087.38	97.0658	1.20298
NM_000071.3	2495	2267.38	1093.61	18.4552
NM_000072.3	2108	1880.38	124.446	2.53231
NM_000073.3	2690	2462.38	0	0
NM_000074.3	1852	1624.38	0	0
NM_000075.4	1865	1637.38	4167.14	97.38
NM_000076.2	1943	1715.38	16.2102	0.361583
NM_000077.5	978	750.385	77.0045	3.92658
NM_000078.3	1691	1463.38	0	0
NM_000079.4	1984	1756.38	2	0.0435705
NM_000080.4	2482	2254.38	279.747	4.7481
NM_000081.4	13466	13238.4	556.197	1.60759
NM_000082.4	9414	9186.38	391.41	1.6303
NM_000083.3	3187	2959.38	0	0
NM_000084.5	9472	9244.38	82.5987	0.341883
NM_000085.5	2562	2334.38	0	0
NM_000086.2	1879	1651.38	279.554	6.47737
NM_000087.5	2784	2556.38	0	0
NM_000088.4	5914	5686.38	1.98695e+06	13370
NM_000089.4	5072	4844.38	1.04889e+06	8284.64
NM_000090.4	5490	5262.38	420441	3057.06
NM_000091.5	8038	7810.38	3.28461e-08	1.60914e-10
NM_000092.5	9984	9756.38	0	0
NM_000093.5	8442	8214.38	164313	765.381
NM_000094.4	9231	9003.38	10371.3	44.0767
NM_000095.3	2452	2224.38	1471	25.3037
NM_000096.4	4452	4224.38	0	0
NM_000097.7	2709	2481.38	3084.7	47.5665
NM_000098.3	2699	2471.38	664.508	10.2883
NM_000099.4	793	565.877	9168.67	619.963
NM_000100.4	588	363.567	4098	431.29
NM_000101.4	692	465.769	2886.79	237.152
NM_000102.4	1750	1522.38	0	0
NM_000103.4	4403	4175.38	2.85767e-05	2.61877e-07
NM_000104.4	5218	4990.38	5875	45.0459
NM_000106.6	1588	1360.38	0	0
NM_000107.3	1815	1587.38	596.898	14.388
NM_000108.5	3537	3309.38	3832.45	44.3109
NM_000109.4	13854	13626.4	0	0
NM_000110.4	4423	4195.38	2430.43	22.1663
NM_000111.3	2882	2654.38	0	0
NM_000112.4	8054	7826.38	2449.55	11.9758
NM_000113.3	2080	1852.38	4142	85.558
NM_000115.5	4274	4046.38	0	0
NM_000116.5	1906	1678.38	107.492	2.45056
NM_000117.3	1281	1053.38	2476	89.9385
NM_000118.4	3082	2854.38	591.535	7.92958
NM_000119.3	2434	2206.38	0	0
