target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4381.97	494.547	5.84867
NM_000015.3	1285	1056.97	0	0
NM_000016.6	2261	2032.97	935.385	23.844
NM_000017.4	1859	1630.97	175.826	5.58672
NM_000018.4	2184	1955.97	10728.5	284.247
NM_000019.4	1537	1308.97	1327.61	52.5605
NM_000020.3	4177	3948.97	0	0
NM_000021.4	6018	5789.97	492.968	4.41226
NM_000022.4	1496	1267.97	555.263	22.6939
NM_000023.4	1429	1200.97	60.5875	2.61438
NM_000024.6	2013	1784.97	11	0.31936
NM_000025.3	2585	2356.97	2.09012	0.0459553
NM_000026.4	4359	4130.97	142.819	1.79165
NM_000027.4	2037	1808.97	356.48	10.2123
NM_000028.3	7314	7085.97	0	0
NM_000030.3	2900	2671.97	0	0
NM_000031.6	3129	2900.97	1460.3	26.0866
NM_000032.5	1940	1711.97	0	0
NM_000033.4	3669	3440.97	743.779	11.2016
NM_000035.4	2420	2191.97	0	0
NM_000036.3	2335	2106.97	0	0
NM_000037.4	8292	8063.97	0	0
NM_000038.6	10704	10476	346.73	1.7152
NM_000039.3	899	670.97	4.81423e-08	3.71829e-09
NM_000040.3	535	311.541	0	0
NM_000041.4	1166	937.97	493.132	27.2454
NM_000042.3	1174	945.97	0	0
NM_000043.6	3696	3467.97	1767.45	26.4113
NM_000044.6	10667	10439	381.614	1.89446
NM_000045.4	1447	1218.97	0	0
NM_000046.5	4852	4623.97	2038.38	22.8449
NM_000047.3	2219	1990.97	11.674	0.303859
NM_000048.4	2140	1911.97	676.278	18.33
NM_000049.4	5422	5193.97	48.3574	0.482484
NM_000050.4	1863	1634.97	101.924	3.23062
NM_000051.4	12915	12687	1357.17	5.54366
NM_000052.7	8492	8263.97	915.96	5.7439
NM_000053.4	6598	6369.97	0	0
NM_000054.7	1825	1596.97	0	0
NM_000055.4	2405	2176.97	48	1.14263
NM_000056.5	1506	1277.97	236.017	9.57067
NM_000057.4	5240	5011.97	461.314	4.76988
NM_000059.4	11954	11726	1127.9	4.98472
NM_000061.3	2575	2346.97	0	0
NM_000062.3	1830	1601.97	8055.43	260.587
NM_000063.6	2610	2381.97	55.1391	1.19961
NM_000064.4	5231	5002.97	6476	67.0807
NM_000065.5	3691	3462.97	1	0.0149648
NM_000066.4	2040	1811.97	0	0
NM_000067.3	1562	1333.97	0	0
NM_000068.4	8660	8431.97	0	0
NM_000069.3	6028	5799.97	0	0
NM_000070.3	3315	3086.97	215.939	3.62507
NM_000071.3	2495	2266.97	1535.55	35.1025
NM_000072.3	2108	1879.97	22.4467	0.618757
NM_000073.3	2690	2461.97	0	0
NM_000074.3	1852	1623.97	0	0
NM_000075.4	1865	1636.97	2759.66	87.3641
NM_000076.2	1943	1714.97	0.0657909	0.00198805
NM_000077.5	978	749.97	0	0
NM_000078.3	1691	1462.97	0	0
NM_000079.4	1984	1755.97	1	0.0295122
NM_000080.4	2482	2253.97	36.5502	0.84035
NM_000081.4	13466	13238	585.234	2.29101
NM_000082.4	9414	9185.97	246.281	1.38939
NM_000083.3	3187	2958.97	0	0
NM_000084.5	9472	9243.97	0	0
NM_000085.5	2562	2333.97	0	0
NM_000086.2	1879	1650.97	255.577	8.02235
NM_000087.5	2784	2555.97	0	0
NM_000088.4	5914	5685.97	2.12901e+06	19404.1
NM_000089.4	5072	4843.97	1.22685e+06	13125.3
NM_000090.4	5490	5261.97	730154	7190.93
NM_000091.5	8038	7809.97	0	0
NM_000092.5	9984	9755.97	0	0
NM_000093.5	8442	8213.97	219111	1382.39
NM_000094.4	9231	9002.97	3532.45	20.3334
NM_000095.3	2452	2223.97	14538	338.762
NM_000096.4	4452	4223.97	0	0
NM_000097.7	2709	2480.97	2184.13	45.6222
NM_000098.3	2699	2470.97	561.344	11.7728
NM_000099.4	793	565.101	7815.99	716.765
NM_000100.4	588	362.519	2073	296.338
NM_000101.4	692	464.502	2201.47	245.608
NM_000102.4	1750	1521.97	3	0.102149
NM_000103.4	4403	4174.97	0	0
NM_000104.4	5218	4989.97	24938	258.99
NM_000106.6	1588	1359.97	0	0
NM_000107.3	1815	1586.97	496.112	16.2006
NM_000108.5	3537	3308.97	2622.72	41.075
NM_000109.4	13854	13626	0	0
NM_000110.4	4423	4194.97	2008.83	24.8161
NM_000111.3	2882	2653.97	0	0
NM_000112.4	8054	7825.97	1236.96	8.191
NM_000113.3	2080	1851.97	2833	79.2741
NM_000115.5	4274	4045.97	0	0
NM_000116.5	1906	1677.97	94.7827	2.92728
NM_000117.3	1281	1052.97	1877	92.3777
NM_000118.4	3082	2853.97	753.958	13.6904
NM_000119.3	2434	2205.97	0	0
NM_000120.4	1780	1551.97	0	0
NM_000121.4	2411	2182.97	285.329	6.77357
NM_000122.2	2718	2489.97	1535.6	31.9596
NM_000123.4	3888	3659.97	2553.61	36.1572
NM_000124.4	9001	8772.97	802.773	4.74203
NM_000125.4	6327	6098.97	0	0
NM_000126.4	2289	2060.97	526.104	13.2288
NM_000127.3	8243	8014.97	9790.41	63.302
NM_000128.4	3053	2824.97	0	0
NM_000129.4	3828	3599.97	2	0.0287905
NM_000130.5	9132	8903.97	12	0.0698419
NM_000131.4	3144	2915.97	0	0
NM_000132.4	9032	8803.97	63.0123	0.370907
NM_000133.4	2800	2571.97	0	0
NM_000134.4	2226	1997.97	2	0.0518752
NM_000135.4	5452	5223.97	890.255	8.83145
NM_000136.3	4592	4363.97	521.213	6.18945
NM_000137.4	1456	1227.97	420.362	17.74
NM_000138.5	11609	11381	156263	711.536
NM_000139.5	3648	3419.97	0	0
NM_000140.5	7689	7460.97	1052.91	7.31334
NM_000141.5	4624	4395.97	1.76008	0.020749
NM_000142.5	4301	4072.97	1.52968e-07	1.9463e-09
NM_000143.4	1791	1562.97	2413	80.0065
NM_000144.5	6978	6749.97	224.691	1.72505
NM_000145.4	2762	2533.97	0	0
NM_000146.4	871	643.101	36577	2947.46
NM_000147.5	2043	1814.97	134	3.82608
NM_000148.4	4214	3985.97	0	0
NM_000149.4	2565	2336.97	0	0
NM_000150.4	3326	3097.97	0	0
NM_000151.4	4164	3935.97	0	0
NM_000152.5	3751	3522.97	108.596	1.59744
NM_000153.4	3794	3565.97	1140.36	16.5722
NM_000154.2	1397	1168.97	631.211	27.9827
NM_000155.4	1756	1527.97	377.296	12.7964
NM_000156.6	1110	881.97	233.307	13.7086
NM_000157.4	2291	2062.97	1867.43	46.9105
NM_000158.4	2941	2712.97	11678.6	223.082
NM_000159.4	1852	1623.97	353.555	11.2823
NM_000160.5	2030	1801.97	0	0
NM_000161.3	2916	2687.97	162.973	3.14203
NM_000162.5	2745	2516.97	0	0
NM_000163.5	4899	4670.97	121.305	1.34583
NM_000164.4	3310	3081.97	0	0
NM_000165.5	3083	2854.97	22010	399.519
NM_000166.6	1937	1708.97	0	0
NM_000167.6	4410	4181.97	49.9872	0.619437
NM_000168.6	8405	8176.97	450.834	2.85722
NM_000169.3	1318	1089.97	576.981	27.4325
NM_000170.3	3843	3614.97	33	0.473073
NM_000171.4	1812	1583.97	0	0
NM_000172.4	2465	2236.97	4.14803	0.096095
NM_000173.7	2514	2285.97	11	0.249368
NM_000174.5	877	649.037	0	0
NM_000175.5	4125	3896.97	13654.8	181.583
NM_000176.3	6778	6549.97	653.284	5.1687
NM_000177.5	2619	2390.97	3128.24	67.8023
NM_000178.4	1909	1680.97	1357.65	41.855
NM_000179.3	4265	4036.97	2067.79	26.5442
NM_000180.4	3680	3451.97	0	0
NM_000181.4	2199	1970.97	553.883	14.5632
NM_000182.5	2943	2714.97	6207.98	118.496
NM_000183.3	1997	1768.97	3162.83	92.6563
NM_000184.3	586	360.556	0	0
NM_000185.4	2203	1974.97	29	0.76095
NM_000186.4	3962	3733.97	2220.61	30.8191
NM_000187.4	1674	1445.97	0	0
NM_000188.3	3602	3373.97	6420.62	98.6176
NM_000189.5	5626	5397.97	4301.74	41.2983
NM_000190.4	1505	1276.97	532.481	21.6094
NM_000191.3	1570	1341.97	525.784	20.3041
NM_000192.3	3921	3692.97	135.476	1.9011
NM_000193.4	4650	4421.97	2.37536	0.0278377
NM_000194.3	1395	1166.97	1076	47.7828
NM_000195.5	3703	3474.97	3.3796e-05	5.04003e-07
NM_000196.4	1896	1667.97	0	0
NM_000197.2	1159	930.97	0	0
NM_000198.4	1675	1446.97	4	0.143258
NM_000199.5	2705	2476.97	509.252	10.6544
NM_000200.3	532	308.666	0	0
NM_000201.3	2967	2738.97	418.25	7.91348
NM_000202.8	7580	7351.97	2924.67	20.6154
NM_000203.5	2174	1945.97	510.532	13.5958
NM_000204.5	1978	1749.97	490.277	14.5188
NM_000206.3	1480	1251.97	0	0
NM_000207.3	465	247.599	0	0
NM_000208.4	9463	9234.97	397.069	2.22817
NM_000209.4	2603	2374.97	0	0
NM_000210.4	5816	5587.97	617.795	5.7294
NM_000211.5	2807	2578.97	2	0.0401886
NM_000212.3	5941	5712.97	3084.55	27.98
NM_000213.5	5896	5667.97	5.89577	0.0539054
NM_000214.3	5940	5711.97	640	5.80648
NM_000215.4	5386	5157.97	97.8588	0.983195
NM_000216.4	6265	6036.97	26.9881	0.231671
NM_000217.3	7985	7756.97	101	0.674758
NM_000218.3	3224	2995.97	0	0
NM_000219.6	3505	3276.97	9.61688	0.152083
NM_000220.6	2333	2104.97	0	0
NM_000221.3	2397	2168.97	4.61295	0.110216
NM_000222.3	5147	4918.97	0	0
NM_000223.4	1880	1651.97	0	0
NM_000224.3	1413	1184.97	929.92	40.6684
NM_000226.4	2296	2067.97	5	0.125298
NM_000227.6	5618	5389.97	0	0
NM_000228.3	4014	3785.97	0.00273068	3.73777e-05
NM_000229.2	1496	1267.97	378.927	15.4869
NM_000230.3	3427	3198.97	0.781279	0.0126565
NM_000231.3	1594	1365.97	0	0
NM_000232.5	4248	4019.97	7203.47	92.8619
NM_000233.4	3076	2847.97	0	0
NM_000234.3	3125	2896.97	756.646	13.5353
NM_000235.4	2496	2267.97	4106.16	93.8247
NM_000236.3	2559	2330.97	12	0.266786
NM_000237.3	3565	3336.97	1	0.0155298
NM_000238.4	4292	4063.97	0	0
NM_000239.3	1490	1261.97	2.01348	0.0826833
NM_000240.4	3931	3702.97	7.35691	0.102959
NM_000242.3	3521	3292.97	0	0
NM_000243.3	3506	3277.97	0	0
NM_000244.4	2746	2517.97	4.40333	0.0906252
NM_000245.4	6822	6593.97	1366.24	10.7374
NM_000246.4	16061	15833	0	0
NM_000247.3	1366	1137.97	383.33	17.4566
NM_000248.4	4475	4246.97	0	0
NM_000249.4	2494	2265.97	1345.26	30.7659
NM_000250.2	3216	2987.97	1	0.0173437
NM_000251.3	3115	2886.97	1244.65	22.3422
NM_000252.3	3412	3183.97	461.763	7.51569
NM_000253.4	4043	3814.97	0	0
NM_000254.3	10547	10319	1541.97	7.74387
NM_000255.4	3811	3582.97	1141.75	16.5138
NM_000256.3	4217	3988.97	0	0
NM_000257.4	6027	5798.97	0	0
NM_000258.3	885	657.037	0	0
NM_000259.3	12238	12010	2001.25	8.6353
NM_000260.4	7483	7254.97	0	0
NM_000261.2	2100	1871.97	2	0.0553669
NM_000262.3	3696	3467.97	907.742	13.5646
NM_000263.4	2475	2246.97	1566.23	36.1225
NM_000264.5	8662	8433.97	0.0163457	0.000100436
NM_000265.7	1349	1120.97	0	0
NM_000266.4	1719	1490.97	1	0.0347576
NM_000267.3	12381	12153	626.445	2.67128
NM_000268.4	5950	5721.97	277.241	2.5109
NM_000269.3	890	662.037	2112.64	165.372
NM_000270.4	1477	1248.97	1691	70.1634
NM_000271.5	4760	4531.97	1861.83	21.2898
NM_000272.5	2690	2461.97	0	0
NM_000273.3	1645	1416.97	0	0
NM_000274.4	2039	1810.97	6929.26	198.287
NM_000275.3	3143	2914.97	0	0
