target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4384.35	294.258	5.44911
NM_000015.3	1285	1059.35	0	0
NM_000016.6	2261	2035.35	642.547	25.6311
NM_000017.4	1859	1633.35	97	4.82164
NM_000018.4	2184	1958.35	4167.34	172.771
NM_000019.4	1537	1311.35	1175.19	72.7601
NM_000020.3	4177	3951.35	0	0
NM_000021.4	6018	5792.35	436.465	6.11783
NM_000022.4	1496	1270.35	327.824	20.9517
NM_000023.4	1429	1203.35	3.23482	0.218253
NM_000024.6	2013	1787.35	70	3.17973
NM_000025.3	2585	2359.35	0	0
NM_000026.4	4359	4133.35	163.883	3.21911
NM_000027.4	2037	1811.35	246.537	11.0505
NM_000028.3	7314	7088.35	0	0
NM_000030.3	2900	2674.35	1.00308	0.0304524
NM_000031.6	3129	2903.35	871.529	24.3717
NM_000032.5	1940	1714.35	0	0
NM_000033.4	3669	3443.35	228.883	5.39679
NM_000035.4	2420	2194.35	0	0
NM_000036.3	2335	2109.35	0	0
NM_000037.4	8292	8066.35	0	0
NM_000038.6	10704	10478.4	636.463	4.93155
NM_000039.3	899	673.351	0	0
NM_000040.3	535	313.215	1	0.259215
NM_000041.4	1166	940.351	77.1333	6.6597
NM_000042.3	1174	948.351	0	0
NM_000043.6	3696	3470.35	1012.85	23.6959
NM_000044.6	10667	10441.4	317.91	2.47201
NM_000045.4	1447	1221.35	0	0
NM_000046.5	4852	4626.35	675.01	11.8461
NM_000047.3	2219	1993.35	0	0
NM_000048.4	2140	1914.35	553.479	23.4737
NM_000049.4	5422	5196.35	12.8192	0.200292
NM_000050.4	1863	1637.35	20.7094	1.0269
NM_000051.4	12915	12689.4	439.726	2.81349
NM_000052.7	8492	8266.35	489.524	4.80799
NM_000053.4	6598	6372.35	0	0
NM_000054.7	1825	1599.35	0	0
NM_000055.4	2405	2179.35	55	2.04898
NM_000056.5	1506	1280.35	139.621	8.85372
NM_000057.4	5240	5014.35	478.841	7.75318
NM_000059.4	11954	11728.4	703.007	4.8666
NM_000061.3	2575	2349.35	0	0
NM_000062.3	1830	1604.35	1676.09	84.8205
NM_000063.6	2610	2384.35	28.3942	0.966858
NM_000064.4	5231	5005.35	547	8.87269
NM_000065.5	3691	3465.35	0	0
NM_000066.4	2040	1814.35	0	0
NM_000067.3	1562	1336.35	0	0
NM_000068.4	8660	8434.35	0	0
NM_000069.3	6028	5802.35	0	0
NM_000070.3	3315	3089.35	85.9189	2.258
NM_000071.3	2495	2269.35	458.812	16.4148
NM_000072.3	2108	1882.35	0.110001	0.00474458
NM_000073.3	2690	2464.35	0	0
NM_000074.3	1852	1626.35	2.00002	0.099844
NM_000075.4	1865	1639.35	1961.26	97.1329
NM_000076.2	1943	1717.35	6.94547	0.328356
NM_000077.5	978	752.351	0.638985	0.0689561
NM_000078.3	1691	1465.35	0	0
NM_000079.4	1984	1758.35	1	0.046174
NM_000080.4	2482	2256.35	2.07237	0.0745697
NM_000081.4	13466	13240.4	259.383	1.59054
