target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4386.29	258.866	2.46017
NM_000015.3	1285	1061.29	0	0
NM_000016.6	2261	2037.29	1472.16	30.1223
NM_000017.4	1859	1635.29	196	4.99629
NM_000018.4	2184	1960.29	11457.5	243.645
NM_000019.4	1537	1313.29	1943.79	61.6986
NM_000020.3	4177	3953.29	0	0
NM_000021.4	6018	5794.29	772.259	5.55584
NM_000022.4	1496	1272.29	249.725	8.18203
NM_000023.4	1429	1205.29	0	0
NM_000024.6	2013	1789.29	29	0.675622
NM_000025.3	2585	2361.29	2.13379	0.0376695
NM_000026.4	4359	4135.29	161.877	1.6318
NM_000027.4	2037	1813.29	975.903	22.435
NM_000028.3	7314	7090.29	0	0
NM_000030.3	2900	2676.29	0	0
NM_000031.6	3129	2905.29	1741.03	24.9806
NM_000032.5	1940	1716.29	0	0
NM_000033.4	3669	3445.29	864.467	10.4595
NM_000035.4	2420	2196.29	3	0.0569401
NM_000036.3	2335	2111.29	0	0
NM_000037.4	8292	8068.29	0	0
NM_000038.6	10704	10480.3	1198.8	4.76826
NM_000039.3	899	675.294	0	0
NM_000040.3	535	316.921	0	0
NM_000041.4	1166	942.294	51	2.25617
NM_000042.3	1174	950.294	0	0
NM_000043.6	3696	3472.29	1711.93	20.5521
NM_000044.6	10667	10443.3	542.753	2.16647
NM_000045.4	1447	1223.29	0	0
NM_000046.5	4852	4628.29	2075.6	18.6943
NM_000047.3	2219	1995.29	8.23486	0.172043
NM_000048.4	2140	1916.29	960.004	20.8833
NM_000049.4	5422	5198.29	13.0024	0.104268
NM_000050.4	1863	1639.29	36.2847	0.922686
NM_000051.4	12915	12691.3	892.595	2.93181
NM_000052.7	8492	8268.29	831.398	4.19161
NM_000053.4	6598	6374.29	20.0268	0.130969
NM_000054.7	1825	1601.29	0	0
NM_000055.4	2405	2181.29	88.1662	1.6849
NM_000056.5	1506	1282.29	198.469	6.45196
NM_000057.4	5240	5016.29	563.651	4.68397
NM_000059.4	11954	11730.3	831.661	2.95546
NM_000061.3	2575	2351.29	0	0
NM_000062.3	1830	1606.29	1317.38	34.1879
NM_000063.6	2610	2386.29	28.8163	0.503386
NM_000064.4	5231	5007.29	1056	8.7912
NM_000065.5	3691	3467.29	0	0
NM_000066.4	2040	1816.29	0	0
NM_000067.3	1562	1338.29	13	0.404929
NM_000068.4	8660	8436.29	0	0
NM_000069.3	6028	5804.29	0	0
NM_000070.3	3315	3091.29	106.778	1.43989
NM_000071.3	2495	2271.29	584.88	10.7345
NM_000072.3	2108	1884.29	0.0112705	0.000249335
NM_000073.3	2690	2466.29	0	0
NM_000074.3	1852	1628.29	1	0.0256009
NM_000075.4	1865	1641.29	3351.72	85.1274
NM_000076.2	1943	1719.29	13.2252	0.320655
NM_000077.5	978	754.294	94.2065	5.20628
NM_000078.3	1691	1467.29	0	0
NM_000079.4	1984	1760.29	0	0
NM_000080.4	2482	2258.29	21.9529	0.405227
NM_000081.4	13466	13242.3	521.198	1.64069
NM_000082.4	9414	9190.29	304.047	1.37911
NM_000083.3	3187	2963.29	0	0
NM_000084.5	9472	9248.29	45.4248	0.204747
NM_000085.5	2562	2338.29	0	0
NM_000086.2	1879	1655.29	276.491	6.96294
NM_000087.5	2784	2560.29	0	0
NM_000088.4	5914	5690.29	1.96221e+06	14374.7
NM_000089.4	5072	4848.29	995016	8555.17
NM_000090.4	5490	5266.29	325534	2576.79
NM_000091.5	8038	7814.29	13.3549	0.0712424
