target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4382.98	600.834	6.61471
NM_000015.3	1285	1057.98	0	0
NM_000016.6	2261	2033.98	1170.66	27.7722
NM_000017.4	1859	1631.98	143	4.22811
NM_000018.4	2184	1956.98	8860.84	218.481
NM_000019.4	1537	1309.98	1618.02	59.5998
NM_000020.3	4177	3949.98	0	0
NM_000021.4	6018	5790.98	982.511	8.18675
NM_000022.4	1496	1268.98	185.848	7.06688
NM_000023.4	1429	1201.98	0	0
NM_000024.6	2013	1785.98	42	1.13474
NM_000025.3	2585	2357.98	1.08614	0.0222265
NM_000026.4	4359	4131.98	260.702	3.04447
NM_000027.4	2037	1809.98	601.053	16.0238
NM_000028.3	7314	7086.98	0	0
NM_000030.3	2900	2672.98	1.08996	0.0196761
NM_000031.6	3129	2901.98	1312.5	21.8238
NM_000032.5	1940	1712.98	0	0
NM_000033.4	3669	3441.98	909.347	12.7482
NM_000035.4	2420	2192.98	3	0.0660104
NM_000036.3	2335	2107.98	0	0
NM_000037.4	8292	8064.98	0	0
NM_000038.6	10704	10477	733.656	3.37896
NM_000039.3	899	672.052	0	0
NM_000040.3	535	313.296	0	0
NM_000041.4	1166	938.985	44.5519	2.28947
NM_000042.3	1174	946.985	0	0
NM_000043.6	3696	3468.98	1364.95	18.9863
NM_000044.6	10667	10440	617.039	2.85193
NM_000045.4	1447	1219.98	0	0
NM_000046.5	4852	4624.98	2000.49	20.8714
NM_000047.3	2219	1991.98	13.9161	0.3371
NM_000048.4	2140	1912.98	621.334	15.6726
NM_000049.4	5422	5194.98	28.3695	0.263508
NM_000050.4	1863	1635.98	45.2277	1.33399
NM_000051.4	12915	12688	699.669	2.66089
NM_000052.7	8492	8264.98	609.328	3.55743
NM_000053.4	6598	6370.98	16.3297	0.12368
NM_000054.7	1825	1597.98	0	0
NM_000055.4	2405	2177.98	43	0.952665
NM_000056.5	1506	1278.98	137.184	5.17566
NM_000057.4	5240	5012.98	450.427	4.33565
NM_000059.4	11954	11727	275.216	1.13244
NM_000061.3	2575	2347.98	0	0
NM_000062.3	1830	1602.98	1467	44.1597
