target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4377.87	483.685	5.12686
NM_000015.3	1285	1052.87	0	0
NM_000016.6	2261	2028.87	1232.84	28.197
NM_000017.4	1859	1626.87	196.31	5.5994
NM_000018.4	2184	1951.87	10247.1	243.614
NM_000019.4	1537	1304.87	1604.34	57.0531
NM_000020.3	4177	3944.87	0	0
NM_000021.4	6018	5785.87	813.256	6.52244
NM_000022.4	1496	1263.87	410.298	15.0643
NM_000023.4	1429	1196.87	42.7932	1.65912
NM_000024.6	2013	1780.87	50	1.30283
NM_000025.3	2585	2352.87	1.06215	0.0209478
NM_000026.4	4359	4126.87	210.663	2.36875
NM_000027.4	2037	1804.87	731.471	18.8062
NM_000028.3	7314	7081.87	0	0
NM_000030.3	2900	2667.87	0	0
NM_000031.6	3129	2896.87	1829.6	29.3075
NM_000032.5	1940	1707.87	0	0
NM_000033.4	3669	3436.87	1226.76	16.5634
NM_000035.4	2420	2187.87	7	0.148466
NM_000036.3	2335	2102.87	0	0
NM_000037.4	8292	8059.87	0	0
NM_000038.6	10704	10471.9	788.463	3.49389
NM_000039.3	899	667.017	0	0
NM_000040.3	535	309.052	0	0
NM_000041.4	1166	933.873	32.4873	1.61428
NM_000042.3	1174	941.873	0	0
NM_000043.6	3696	3463.87	1165.87	15.6186
NM_000044.6	10667	10434.9	1060.24	4.71486
NM_000045.4	1447	1214.87	0	0
NM_000046.5	4852	4619.87	2704.5	27.165
NM_000047.3	2219	1986.87	0	0
NM_000048.4	2140	1907.87	583.471	14.1913
NM_000049.4	5422	5189.87	25.7423	0.230167
NM_000050.4	1863	1630.87	13.3371	0.379484
NM_000051.4	12915	12682.9	623.806	2.28236
NM_000052.7	8492	8259.87	799.916	4.4939
NM_000053.4	6598	6365.87	0.00349065	2.54449e-05
NM_000054.7	1825	1592.87	0	0
NM_000055.4	2405	2172.87	187.396	4.00201
NM_000056.5	1506	1273.87	198.781	7.24102
NM_000057.4	5240	5007.87	382.24	3.54188
NM_000059.4	11954	11721.9	568.41	2.25018
NM_000061.3	2575	2342.87	0	0
NM_000062.3	1830	1597.87	1375.76	39.9532
NM_000063.6	2610	2377.87	31.2002	0.608865
NM_000064.4	5231	4998.87	428	3.97305
NM_000065.5	3691	3458.87	0	0
NM_000066.4	2040	1807.87	0	0
NM_000067.3	1562	1329.87	59	2.0587
NM_000068.4	8660	8427.87	0	0
NM_000069.3	6028	5795.87	0	0
NM_000070.3	3315	3082.87	214.802	3.23322
NM_000071.3	2495	2262.87	364.315	7.47083
NM_000072.3	2108	1875.87	109.563	2.71027
NM_000073.3	2690	2457.87	0	0
NM_000074.3	1852	1619.87	0	0
NM_000075.4	1865	1632.87	2950.47	83.8476
NM_000076.2	1943	1710.87	4.19549	0.113793
NM_000077.5	978	745.949	44.6222	2.77583
NM_000078.3	1691	1458.87	5	0.159039
NM_000079.4	1984	1751.87	26	0.688688
NM_000080.4	2482	2249.87	23.4876	0.484431
NM_000081.4	13466	13233.9	543.556	1.90594
NM_000082.4	9414	9181.87	276.11	1.39541
NM_000083.3	3187	2954.87	5	0.0785205
NM_000084.5	9472	9239.87	40.9425	0.205618
NM_000085.5	2562	2329.87	0	0
NM_000086.2	1879	1646.87	222.021	6.25585
NM_000087.5	2784	2551.87	0	0
NM_000088.4	5914	5681.87	1.08995e+06	8901.55
NM_000089.4	5072	4839.87	637551	6112.7
NM_000090.4	5490	5257.87	194881	1719.93
NM_000091.5	8038	7805.87	0	0
NM_000092.5	9984	9751.87	0	0
NM_000093.5	8442	8209.87	52390.6	296.121
NM_000094.4	9231	8998.87	4338.83	22.3736
NM_000095.3	2452	2219.87	9607	200.822
NM_000096.4	4452	4219.87	0	0
NM_000097.7	2709	2476.87	2536.93	47.5288
NM_000098.3	2699	2466.87	565.594	10.6392
NM_000099.4	793	561.383	8021.02	663.014
NM_000100.4	588	359.68	2659	343.047
NM_000101.4	692	461.545	2566.55	258.04
NM_000102.4	1750	1517.87	2	0.061143
NM_000103.4	4403	4170.87	3.0775e-05	3.42391e-07
NM_000104.4	5218	4985.87	11084	103.159
NM_000106.6	1588	1355.87	5.71751	0.195677
NM_000107.3	1815	1582.87	475.087	13.9277
NM_000108.5	3537	3304.87	2954.23	41.4803
NM_000109.4	13854	13621.9	0	0
NM_000110.4	4423	4190.87	1399.11	15.4917
NM_000111.3	2882	2649.87	0	0
NM_000112.4	8054	7821.87	1856.13	11.0116
NM_000113.3	2080	1847.87	3697	92.8387
NM_000115.5	4274	4041.87	0	0
NM_000116.5	1906	1673.87	34.016	0.943002
NM_000117.3	1281	1048.87	2078	91.9337
NM_000118.4	3082	2849.87	531.126	8.64816
NM_000119.3	2434	2201.87	0	0
NM_000120.4	1780	1547.87	0	0
NM_000121.4	2411	2178.87	265.151	5.64695
NM_000122.2	2718	2485.87	1979.32	36.9478
NM_000123.4	3888	3655.87	3610.34	45.8257
NM_000124.4	9001	8768.87	650.536	3.44255
NM_000125.4	6327	6094.87	111.69	0.850361
NM_000126.4	2289	2056.87	853.051	19.2451
NM_000127.3	8243	8010.87	10327.2	59.8214
NM_000128.4	3053	2820.87	0	0
NM_000129.4	3828	3595.87	0	0
NM_000130.5	9132	8899.87	14.2014	0.0740454
NM_000131.4	3144	2911.87	0	0
NM_000132.4	9032	8799.87	31.7206	0.167269
NM_000133.4	2800	2567.87	0	0
NM_000134.4	2226	1993.87	1	0.0232731
NM_000135.4	5452	5219.87	1246.95	11.0852
NM_000136.3	4592	4359.87	378.803	4.03173
NM_000137.4	1456	1223.87	604.899	22.935
NM_000138.5	11609	11376.9	73450	299.585
NM_000139.5	3648	3415.87	0	0
NM_000140.5	7689	7456.87	1103.32	6.86588
NM_000141.5	4624	4391.87	19.0282	0.201048
NM_000142.5	4301	4068.87	0.00754681	8.60679e-05
NM_000143.4	1791	1558.87	2743	81.652
NM_000144.5	6978	6745.87	253.367	1.74286
NM_000145.4	2762	2529.87	0	0
NM_000146.4	871	639.081	30874	2241.76
NM_000147.5	2043	1810.87	290	7.43125
NM_000148.4	4214	3981.87	0	0
NM_000149.4	2565	2332.87	0	0
NM_000150.4	3326	3093.87	0	0
NM_000151.4	4164	3931.87	0	0
NM_000152.5	3751	3518.87	115.657	1.52518
NM_000153.4	3794	3561.87	1087.46	14.1673
NM_000154.2	1397	1164.87	694.327	27.6591
NM_000155.4	1756	1523.87	400.206	12.1867
NM_000156.6	1110	877.873	344.28	18.1983
NM_000157.4	2291	2058.87	2714.05	61.1703
NM_000158.4	2941	2708.87	13869.3	237.584
NM_000159.4	1852	1619.87	498.962	14.2935
NM_000160.5	2030	1797.87	0	0
NM_000161.3	2916	2683.87	130.038	2.24833
NM_000162.5	2745	2512.87	0	0
NM_000163.5	4899	4666.87	41.2069	0.409728
NM_000164.4	3310	3077.87	0	0
NM_000165.5	3083	2850.87	20373	331.611
NM_000166.6	1937	1704.87	0	0
NM_000167.6	4410	4177.87	104.966	1.16586
NM_000168.6	8405	8172.87	308.03	1.74892
NM_000169.3	1318	1085.87	906.812	38.7517
NM_000170.3	3843	3610.87	34	0.436937
NM_000171.4	1812	1579.87	0	0
NM_000172.4	2465	2232.87	1.03575	0.021525
NM_000173.7	2514	2281.87	19	0.386379
NM_000174.5	877	645.081	0	0
NM_000175.5	4125	3892.87	15633.7	186.356
NM_000176.3	6778	6545.87	602.343	4.27001
NM_000177.5	2619	2386.87	553.008	10.7511
NM_000178.4	1909	1676.87	1579.4	43.7064
NM_000179.3	4265	4032.87	3526.52	40.5773
NM_000180.4	3680	3447.87	0	0
NM_000181.4	2199	1966.87	461.827	10.8957
NM_000182.5	2943	2710.87	6988.99	119.635
NM_000183.3	1997	1764.87	3480.63	91.5158
NM_000184.3	586	357.717	0	0
NM_000185.4	2203	1970.87	16	0.376715
NM_000186.4	3962	3729.87	807.773	10.0496
