target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4377.38	674.93	7.30529
NM_000015.3	1285	1052.38	0	0
NM_000016.6	2261	2028.38	1180.28	27.5695
NM_000017.4	1859	1626.38	196	5.70989
NM_000018.4	2184	1951.38	7944.13	192.885
NM_000019.4	1537	1304.38	1624.27	58.9993
NM_000020.3	4177	3944.38	0.000198902	2.3892e-06
NM_000021.4	6018	5785.38	684.762	5.6079
NM_000022.4	1496	1263.38	194.183	7.28232
NM_000023.4	1429	1196.38	0	0
NM_000024.6	2013	1780.38	13	0.345959
NM_000025.3	2585	2352.38	1.06881	0.0215272
NM_000026.4	4359	4126.38	218.459	2.50838
NM_000027.4	2037	1804.38	761.408	19.9932
NM_000028.3	7314	7081.38	0	0
NM_000030.3	2900	2667.38	1.24607	0.0221335
NM_000031.6	3129	2896.38	1879.83	30.7508
NM_000032.5	1940	1707.38	0	0
NM_000033.4	3669	3436.38	669.15	9.22604
NM_000035.4	2420	2187.38	2	0.0433211
NM_000036.3	2335	2102.38	0	0
NM_000037.4	8292	8059.38	0	0
NM_000038.6	10704	10471.4	719.121	3.2538
NM_000039.3	899	666.377	0	0
NM_000040.3	535	309.479	0	0
NM_000041.4	1166	933.377	75.5512	3.8351
NM_000042.3	1174	941.377	1	0.0503303
NM_000043.6	3696	3463.38	1371.97	18.7689
NM_000044.6	10667	10434.4	208.601	0.947203
NM_000045.4	1447	1214.38	0	0
NM_000046.5	4852	4619.38	2455.98	25.1903
NM_000047.3	2219	1986.38	18.7175	0.446456
NM_000048.4	2140	1907.38	695.792	17.2837
NM_000049.4	5422	5189.38	8.10039	0.0739577
NM_000050.4	1863	1630.38	32.4541	0.943136
NM_000051.4	12915	12682.4	837.36	3.12827
NM_000052.7	8492	8259.38	687.36	3.94303
NM_000053.4	6598	6365.38	9.31125e-05	6.93069e-07
NM_000054.7	1825	1592.38	0	0
NM_000055.4	2405	2172.38	4.27353	0.093206
NM_000056.5	1506	1273.38	144.523	5.37739
NM_000057.4	5240	5007.38	455.678	4.31162
NM_000059.4	11954	11721.4	595.637	2.40766
NM_000061.3	2575	2342.38	0	0
NM_000062.3	1830	1597.38	1283.16	38.0598
NM_000063.6	2610	2377.38	46.3644	0.924015
NM_000064.4	5231	4998.38	61	0.578221
NM_000065.5	3691	3458.38	0	0
NM_000066.4	2040	1807.38	0	0
NM_000067.3	1562	1329.38	0	0
NM_000068.4	8660	8427.38	0	0
NM_000069.3	6028	5795.38	0	0
NM_000070.3	3315	3082.38	108.548	1.66851
NM_000071.3	2495	2262.38	0	0
NM_000072.3	2108	1875.38	0	0
NM_000073.3	2690	2457.38	0	0
NM_000074.3	1852	1619.38	0	0
NM_000075.4	1865	1632.38	3140.93	91.1655
NM_000076.2	1943	1710.38	16.2894	0.451239
NM_000077.5	978	745.377	118.765	7.54927
NM_000078.3	1691	1458.38	7.99364	0.259697
NM_000079.4	1984	1751.38	2	0.0541057
NM_000080.4	2482	2249.38	43.6655	0.919749
NM_000081.4	13466	13233.4	522.719	1.8715
NM_000082.4	9414	9181.38	255.771	1.31989
NM_000083.3	3187	2954.38	0	0
NM_000084.5	9472	9239.38	46.8415	0.240204
NM_000085.5	2562	2329.38	0	0
NM_000086.2	1879	1646.38	237.996	6.84908
NM_000087.5	2784	2551.38	0	0
NM_000088.4	5914	5681.38	1.87236e+06	15614.5
NM_000089.4	5072	4839.38	971965	9515.99
NM_000090.4	5490	5257.38	306993	2766.64
NM_000091.5	8038	7805.38	0	0
NM_000092.5	9984	9751.38	0.182017	0.000884382
NM_000093.5	8442	8209.38	99699.7	575.409
NM_000094.4	9231	8998.38	8962.73	47.1921
NM_000095.3	2452	2219.38	8489	181.225
NM_000096.4	4452	4219.38	0	0
NM_000097.7	2709	2476.38	1921.85	36.7701
NM_000098.3	2699	2466.38	655.742	12.597
NM_000099.4	793	560.623	7605.56	642.766
NM_000100.4	588	359.331	2706	356.801
NM_000101.4	692	460.54	1809.9	186.201
NM_000102.4	1750	1517.38	2	0.0624495
NM_000103.4	4403	4170.38	3.55253e-06	4.03603e-08
NM_000104.4	5218	4985.38	2911	27.6654
NM_000106.6	1588	1355.38	0	0
NM_000107.3	1815	1582.38	404.41	12.1089
NM_000108.5	3537	3304.38	2765.77	39.6569
NM_000109.4	13854	13621.4	0	0
NM_000110.4	4423	4190.38	1400.81	15.8387
NM_000111.3	2882	2649.38	0	0
NM_000112.4	8054	7821.38	1977.5	11.9792
NM_000113.3	2080	1847.38	3287	84.3018
NM_000115.5	4274	4041.38	0	0
