target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4378.78	2209.35	41.4963
NM_000015.3	1285	1053.78	0	0
NM_000016.6	2261	2029.78	503.123	20.3856
NM_000017.4	1859	1627.78	119	6.01241
NM_000018.4	2184	1952.78	4542.97	191.33
NM_000019.4	1537	1305.78	969.646	61.0718
NM_000020.3	4177	3945.78	0	0
NM_000021.4	6018	5786.78	601.958	8.55515
NM_000022.4	1496	1264.78	403.206	26.2186
NM_000023.4	1429	1197.78	10.1811	0.699062
NM_000024.6	2013	1781.78	38	1.75399
NM_000025.3	2585	2353.78	1.12243	0.0392184
NM_000026.4	4359	4127.78	151.696	3.02243
NM_000027.4	2037	1805.78	219.351	9.99018
NM_000028.3	7314	7082.78	0	0
NM_000030.3	2900	2668.78	0	0
NM_000031.6	3129	2897.78	1104.83	31.3567
NM_000032.5	1940	1708.78	0	0
NM_000033.4	3669	3437.78	444.66	10.6377
NM_000035.4	2420	2188.78	1	0.0375747
NM_000036.3	2335	2103.78	0	0
NM_000037.4	8292	8060.78	0	0
NM_000038.6	10704	10472.8	620.463	4.87251
NM_000039.3	899	667.855	0	0
NM_000040.3	535	309.48	3	0.797236
NM_000041.4	1166	934.784	54.7098	4.81341
NM_000042.3	1174	942.784	0	0
NM_000043.6	3696	3464.78	879.441	20.8751
NM_000044.6	10667	10435.8	399.509	3.14848
NM_000045.4	1447	1215.78	0	0
NM_000046.5	4852	4620.78	1119.51	19.9256
NM_000047.3	2219	1987.78	12.6342	0.522731
NM_000048.4	2140	1908.78	348.494	15.0154
NM_000049.4	5422	5190.78	7.40275	0.117289
NM_000050.4	1863	1631.78	36.4096	1.83506
NM_000051.4	12915	12683.8	336.005	2.17869
NM_000052.7	8492	8260.78	514.699	5.12426
NM_000053.4	6598	6366.78	0	0
NM_000054.7	1825	1593.78	0	0
NM_000055.4	2405	2173.78	43	1.62686
NM_000056.5	1506	1274.78	126.076	8.13384
NM_000057.4	5240	5008.78	297.722	4.88853
NM_000059.4	11954	11722.8	503.197	3.53025
NM_000061.3	2575	2343.78	0	0
NM_000062.3	1830	1598.78	2763.47	142.155
NM_000063.6	2610	2378.78	17.756	0.613886
NM_000064.4	5231	4999.78	481	7.91211
NM_000065.5	3691	3459.78	0	0
NM_000066.4	2040	1808.78	0	0
NM_000067.3	1562	1330.78	5	0.309002
NM_000068.4	8660	8428.78	0	0
NM_000069.3	6028	5796.78	0	0
NM_000070.3	3315	3083.78	144.737	3.86006
NM_000071.3	2495	2263.78	208.248	7.56563
NM_000072.3	2108	1876.78	103.062	4.51632
NM_000073.3	2690	2458.78	0	0
NM_000074.3	1852	1620.78	0	0
NM_000075.4	1865	1633.78	1580.46	79.5588
NM_000076.2	1943	1711.78	42.7236	2.05266
NM_000077.5	978	746.784	4.65482	0.512633
NM_000078.3	1691	1459.78	0	0
NM_000079.4	1984	1752.78	4	0.187685
NM_000080.4	2482	2250.78	10.2916	0.376051
NM_000081.4	13466	13234.8	355.919	2.21173
NM_000082.4	9414	9182.78	219.51	1.96598
NM_000083.3	3187	2955.78	0	0
NM_000084.5	9472	9240.78	0	0
NM_000085.5	2562	2330.78	0	0
NM_000086.2	1879	1647.78	181.445	9.05612
NM_000087.5	2784	2552.78	0	0
NM_000088.4	5914	5682.78	803458	11627.9
NM_000089.4	5072	4840.78	478440	8128.5
NM_000090.4	5490	5258.78	173835	2718.63
NM_000091.5	8038	7806.78	0	0
NM_000092.5	9984	9752.78	0	0
NM_000093.5	8442	8210.78	77299.7	774.269
NM_000094.4	9231	8999.78	2022.67	18.4838
NM_000095.3	2452	2220.78	20215	748.628
NM_000096.4	4452	4220.78	0	0
NM_000097.7	2709	2477.78	1353.5	44.9256
NM_000098.3	2699	2467.78	310.996	10.3644
NM_000099.4	793	561.982	3697.11	541.052
NM_000100.4	588	359.771	1437	328.496
NM_000101.4	692	461.699	881.434	157.011
NM_000102.4	1750	1518.78	2	0.108301
NM_000103.4	4403	4171.78	0	0
NM_000104.4	5218	4986.78	8911	146.962
NM_000106.6	1588	1356.78	0	0
NM_000107.3	1815	1583.78	316.418	16.431
NM_000108.5	3537	3305.78	1742.52	43.3512
NM_000109.4	13854	13622.8	0	0
NM_000110.4	4423	4191.78	986.665	19.3584
NM_000111.3	2882	2650.78	1	0.0310259
NM_000112.4	8054	7822.78	920.984	9.68254
NM_000113.3	2080	1848.78	1900	84.5213
NM_000115.5	4274	4042.78	0	0
NM_000116.5	1906	1674.78	75.8567	3.72506
NM_000117.3	1281	1049.78	1232	96.5182
NM_000118.4	3082	2850.78	715.46	20.6405
NM_000119.3	2434	2202.78	0	0
NM_000120.4	1780	1548.78	4.77733	0.253684
NM_000121.4	2411	2179.78	157	5.92359
NM_000122.2	2718	2486.78	878.573	29.0562
NM_000123.4	3888	3656.78	1557.68	35.033
NM_000124.4	9001	8769.78	302.36	2.83553
NM_000125.4	6327	6095.78	0	0
NM_000126.4	2289	2057.78	474.53	18.9654
NM_000127.3	8243	8011.78	5390	55.3297
NM_000128.4	3053	2821.78	0	0
NM_000129.4	3828	3596.78	0	0
NM_000130.5	9132	8900.78	4.31875	0.0399051
NM_000131.4	3144	2912.78	5	0.141176
NM_000132.4	9032	8800.78	41.0484	0.383595
NM_000133.4	2800	2568.78	0	0
NM_000134.4	2226	1994.78	1	0.041229
NM_000135.4	5452	5220.78	535.263	8.43199
NM_000136.3	4592	4360.78	205.79	3.88114
NM_000137.4	1456	1224.78	302.233	20.2946
NM_000138.5	11609	11377.8	48973.3	353.997
NM_000139.5	3648	3416.78	0	0
NM_000140.5	7689	7457.78	684.503	7.54857
NM_000141.5	4624	4392.78	0	0
NM_000142.5	4301	4069.78	17.681	0.357301
NM_000143.4	1791	1559.78	1669	88.0016
NM_000144.5	6978	6746.78	149.409	1.82129
NM_000145.4	2762	2530.78	0	0
NM_000146.4	871	639.855	19460	2501.26
NM_000147.5	2043	1811.78	63	2.85978
NM_000148.4	4214	3982.78	0	0
NM_000149.4	2565	2333.78	0	0
NM_000150.4	3326	3094.78	0	0
NM_000151.4	4164	3932.78	0	0
NM_000152.5	3751	3519.78	7.70609e-06	1.8006e-07
NM_000153.4	3794	3562.78	551.421	12.7289
NM_000154.2	1397	1165.78	421	29.7004
NM_000155.4	1756	1524.78	224.168	12.091
NM_000156.6	1110	878.784	117.921	11.0359
NM_000157.4	2291	2059.78	1339.02	53.4643
NM_000158.4	2941	2709.78	7621.29	231.309
NM_000159.4	1852	1620.78	283.155	14.368
NM_000160.5	2030	1798.78	0	0
NM_000161.3	2916	2684.78	58	1.77671
NM_000162.5	2745	2513.78	0	0
NM_000163.5	4899	4667.78	16.1182	0.283991
NM_000164.4	3310	3078.78	0	0
NM_000165.5	3083	2851.78	10289	296.726
NM_000166.6	1937	1705.78	0	0
NM_000167.6	4410	4178.78	33.3789	0.656932
NM_000168.6	8405	8173.78	250.799	2.52349
NM_000169.3	1318	1086.78	554.822	41.9864
NM_000170.3	3843	3611.78	26	0.592039
NM_000171.4	1812	1580.78	0	0
NM_000172.4	2465	2233.78	1.03973	0.0382807
NM_000173.7	2514	2282.78	6	0.216165
NM_000174.5	877	645.855	0	0
NM_000175.5	4125	3893.78	7795.34	164.65
NM_000176.3	6778	6546.78	386.198	4.85155
NM_000177.5	2619	2387.78	229.553	7.90653
NM_000178.4	1909	1677.78	833	40.8326
NM_000179.3	4265	4033.78	1525.42	31.101
NM_000180.4	3680	3448.78	0	0
NM_000181.4	2199	1967.78	226.124	9.45078
NM_000182.5	2943	2711.78	4307.99	130.653
NM_000183.3	1997	1765.78	1905.67	88.7581
NM_000184.3	586	357.915	0	0
NM_000185.4	2203	1971.78	3	0.12513
NM_000186.4	3962	3730.78	394.306	8.69224
NM_000187.4	1674	1442.78	0	0
NM_000188.3	3602	3370.78	6683.96	163.08
NM_000189.5	5626	5394.78	2561.32	39.0471
NM_000190.4	1505	1273.78	495.056	31.9637
NM_000191.3	1570	1338.78	309.958	19.0411
NM_000192.3	3921	3689.78	149.403	3.3301
NM_000193.4	4650	4418.78	0	0
NM_000194.3	1395	1163.78	865	61.1283
NM_000195.5	3703	3471.78	0.549188	0.0130097
NM_000196.4	1896	1664.78	6	0.296409
NM_000197.2	1159	927.784	0	0
NM_000198.4	1675	1443.78	0	0
NM_000199.5	2705	2473.78	365.382	12.1474
NM_000200.3	532	306.761	0	0
NM_000201.3	2967	2735.78	103.851	3.12197
NM_000202.8	7580	7348.78	1345.3	15.0558
NM_000203.5	2174	1942.78	127.588	5.4011
NM_000204.5	1978	1746.78	43.1448	2.03137
NM_000206.3	1480	1248.78	0	0
NM_000207.3	465	244.637	0	0
NM_000208.4	9463	9231.78	292.262	2.60366
NM_000209.4	2603	2371.78	0	0
NM_000210.4	5816	5584.78	3226.87	47.5197
NM_000211.5	2807	2575.78	0	0
NM_000212.3	5941	5709.78	3127.42	45.0469
NM_000213.5	5896	5664.78	3.75151	0.0544655
NM_000214.3	5940	5708.78	149	2.14655
NM_000215.4	5386	5154.78	57.7915	0.922046
NM_000216.4	6265	6033.78	2	0.0272608
NM_000217.3	7985	7753.78	41	0.434879
NM_000218.3	3224	2992.78	0	0
NM_000219.6	3505	3273.78	0	0
NM_000220.6	2333	2101.78	1	0.0391301
NM_000221.3	2397	2165.78	0	0
NM_000222.3	5147	4915.78	0	0
NM_000223.4	1880	1648.78	1	0.049881
NM_000224.3	1413	1181.78	453.006	31.5256
NM_000226.4	2296	2064.78	2	0.0796625
NM_000227.6	5618	5386.78	0	0
NM_000228.3	4014	3782.78	0	0
NM_000229.2	1496	1264.78	196.803	12.7972
NM_000230.3	3427	3195.78	1.22753	0.0315904
NM_000231.3	1594	1362.78	0	0
NM_000232.5	4248	4016.78	4857.27	99.4517
NM_000233.4	3076	2844.78	0	0
NM_000234.3	3125	2893.78	642.061	18.2477
NM_000235.4	2496	2264.78	1751.98	63.6211
NM_000236.3	2559	2327.78	7	0.247317
NM_000237.3	3565	3333.78	8	0.197356
NM_000238.4	4292	4060.78	0	0
NM_000239.3	1490	1258.78	2.00135	0.130758
NM_000240.4	3931	3699.78	11.3592	0.252505
NM_000242.3	3521	3289.78	0	0
NM_000243.3	3506	3274.78	0	0
NM_000244.4	2746	2514.78	1.93501	0.0632823
NM_000245.4	6822	6590.78	1659.93	20.7135
NM_000246.4	16061	15829.8	0	0
NM_000247.3	1366	1134.78	304.344	22.0572
NM_000248.4	4475	4243.78	0	0
NM_000249.4	2494	2262.78	873.926	31.7637
NM_000250.2	3216	2984.78	3	0.0826622
NM_000251.3	3115	2883.78	836.861	23.8665
NM_000252.3	3412	3180.78	254.351	6.57655
NM_000253.4	4043	3811.78	0	0
NM_000254.3	10547	10315.8	1231.88	9.82124
NM_000255.4	3811	3579.78	573.795	13.1825
NM_000256.3	4217	3985.78	0	0
NM_000257.4	6027	5795.78	0	0
NM_000258.3	885	653.855	0	0
NM_000259.3	12238	12006.8	1411.84	9.67072
NM_000260.4	7483	7251.78	0	0
NM_000261.2	2100	1868.78	1	0.0440088
NM_000262.3	3696	3464.78	514.784	12.2193
NM_000263.4	2475	2243.78	771.147	28.2654
NM_000264.5	8662	8430.78	16.338	0.159379
