target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4378.72	964.364	10.4862
NM_000015.3	1285	1053.72	0	0
NM_000016.6	2261	2029.72	916.32	21.4949
NM_000017.4	1859	1627.72	169	4.94346
NM_000018.4	2184	1952.72	9927.05	242.049
NM_000019.4	1537	1305.72	1726.74	62.9653
NM_000020.3	4177	3945.72	0	0
NM_000021.4	6018	5786.72	868.989	7.15001
NM_000022.4	1496	1264.72	555.092	20.8975
NM_000023.4	1429	1197.72	12.4433	0.494658
NM_000024.6	2013	1781.72	65	1.73699
NM_000025.3	2585	2353.72	1.10709	0.0223952
NM_000026.4	4359	4127.72	223.103	2.57347
NM_000027.4	2037	1805.72	532.703	14.0462
NM_000028.3	7314	7082.72	0	0
NM_000030.3	2900	2668.72	0	0
NM_000031.6	3129	2897.72	1640.29	26.9518
NM_000032.5	1940	1708.72	0	0
NM_000033.4	3669	3437.72	734.48	10.1726
NM_000035.4	2420	2188.72	4	0.087015
NM_000036.3	2335	2103.72	0	0
NM_000037.4	8292	8060.72	0	0
NM_000038.6	10704	10472.7	594.355	2.70216
NM_000039.3	899	667.724	10	0.713063
NM_000040.3	535	310.145	0	0
NM_000041.4	1166	934.724	148.801	7.5796
NM_000042.3	1174	942.724	0	0
NM_000043.6	3696	3464.72	2271.96	31.2217
NM_000044.6	10667	10435.7	444.11	2.02625
NM_000045.4	1447	1215.72	0	0
NM_000046.5	4852	4620.72	1554.53	16.0182
NM_000047.3	2219	1987.72	5.96917	0.142983
NM_000048.4	2140	1908.72	920.269	22.956
NM_000049.4	5422	5190.72	25.865	0.237252
NM_000050.4	1863	1631.72	25.8368	0.753905
NM_000051.4	12915	12683.7	957.262	3.59343
NM_000052.7	8492	8260.72	691.282	3.98439
NM_000053.4	6598	6366.72	0	0
NM_000054.7	1825	1593.72	0	0
NM_000055.4	2405	2173.72	12.8285	0.280994
NM_000056.5	1506	1274.72	171.998	6.42438
NM_000057.4	5240	5008.72	513.744	4.88365
NM_000059.4	11954	11722.7	784.139	3.18485
NM_000061.3	2575	2343.72	0	0
NM_000062.3	1830	1598.72	2483.14	73.9525
NM_000063.6	2610	2378.72	97.9993	1.96157
NM_000064.4	5231	4999.72	400	3.80925
NM_000065.5	3691	3459.72	0	0
NM_000066.4	2040	1808.72	0	0
NM_000067.3	1562	1330.72	2	0.0715595
NM_000068.4	8660	8428.72	0	0
NM_000069.3	6028	5796.72	0	0
NM_000070.3	3315	3083.72	165.892	2.56138
NM_000071.3	2495	2263.72	388.267	8.16643
NM_000072.3	2108	1876.72	998.798	25.3397
NM_000073.3	2690	2458.72	0	0
NM_000074.3	1852	1620.72	1	0.0293777
NM_000075.4	1865	1633.72	2646.8	77.1378
NM_000076.2	1943	1711.72	0	0
NM_000077.5	978	746.724	0.276922	0.0176572
NM_000078.3	1691	1459.72	0	0
NM_000079.4	1984	1752.72	6	0.162991
NM_000080.4	2482	2250.72	18.9699	0.401298
NM_000081.4	13466	13234.7	489.996	1.7628
NM_000082.4	9414	9182.72	271.736	1.40897
NM_000083.3	3187	2955.72	0	0
NM_000084.5	9472	9240.72	0	0
NM_000085.5	2562	2330.72	0	0
NM_000086.2	1879	1647.72	165.791	4.79072
NM_000087.5	2784	2552.72	0	0
NM_000088.4	5914	5682.72	1.56468e+06	13109.8
NM_000089.4	5072	4840.72	913414	8984.26
NM_000090.4	5490	5258.72	328087	2970.53
NM_000091.5	8038	7806.72	0	0
NM_000092.5	9984	9752.72	113.872	0.555926
NM_000093.5	8442	8210.72	143474	831.986
NM_000094.4	9231	8999.72	3702.13	19.5861
NM_000095.3	2452	2220.72	15214	326.192
NM_000096.4	4452	4220.72	0	0
NM_000097.7	2709	2477.72	2503.36	48.1056
NM_000098.3	2699	2467.72	537.951	10.3794
NM_000099.4	793	562.262	8661.5	733.465
NM_000100.4	588	360.373	3427	452.78
