target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4369.34	827.626	8.27578
NM_000015.3	1285	1044.34	0	0
NM_000016.6	2261	2020.34	1266.56	27.3899
NM_000017.4	1859	1618.34	240.961	6.50529
NM_000018.4	2184	1943.34	9739.3	218.962
NM_000019.4	1537	1296.34	1614.46	54.4123
NM_000020.3	4177	3936.34	0	0
NM_000021.4	6018	5777.34	1053.09	7.96396
NM_000022.4	1496	1255.34	157.82	5.49278
NM_000023.4	1429	1188.34	0	0
NM_000024.6	2013	1772.34	21	0.517681
NM_000025.3	2585	2344.34	0	0
NM_000026.4	4359	4118.34	206.875	2.19471
NM_000027.4	2037	1796.34	974.441	23.7005
NM_000028.3	7314	7073.34	0	0
NM_000030.3	2900	2659.34	2.00476	0.0329367
NM_000031.6	3129	2888.34	1703.87	25.7739
NM_000032.5	1940	1699.34	0	0
NM_000033.4	3669	3428.34	873.699	11.1344
NM_000035.4	2420	2179.34	2	0.0400955
NM_000036.3	2335	2094.34	0	0
NM_000037.4	8292	8051.34	0	0
NM_000038.6	10704	10463.3	1013.06	4.23014
NM_000039.3	899	658.342	3	0.199095
NM_000040.3	535	302.558	0	0
NM_000041.4	1166	925.342	135.909	6.41709
NM_000042.3	1174	933.342	0	0
NM_000043.6	3696	3455.34	1425.4	18.0233
NM_000044.6	10667	10426.3	249.882	1.04711
NM_000045.4	1447	1206.34	0	0
NM_000046.5	4852	4611.34	1456.42	13.7991
NM_000047.3	2219	1978.34	21.4913	0.474626
NM_000048.4	2140	1899.34	653.637	15.0357
NM_000049.4	5422	5181.34	6.37286	0.0537382
NM_000050.4	1863	1622.34	45.8537	1.23487
NM_000051.4	12915	12674.3	1211.98	4.17792
NM_000052.7	8492	8251.34	742.513	3.93161
NM_000053.4	6598	6357.34	0.0400692	0.000275376
NM_000054.7	1825	1584.34	1	0.0275767
NM_000055.4	2405	2164.34	4.2579	0.0859529
NM_000056.5	1506	1265.34	178.826	6.17467
NM_000057.4	5240	4999.34	516.579	4.51455
NM_000059.4	11954	11713.3	605.433	2.25827
NM_000061.3	2575	2334.34	0	0
NM_000062.3	1830	1589.34	1670.58	45.9242
NM_000063.6	2610	2369.34	59.1132	1.09005
NM_000064.4	5231	4990.34	60	0.525305
NM_000065.5	3691	3450.34	0	0
NM_000066.4	2040	1799.34	0	0
NM_000067.3	1562	1321.34	0	0
NM_000068.4	8660	8419.34	0	0
NM_000069.3	6028	5787.34	0	0
NM_000070.3	3315	3074.34	89.7014	1.27479
NM_000071.3	2495	2254.34	0	0
NM_000072.3	2108	1867.34	0	0
NM_000073.3	2690	2449.34	0	0
NM_000074.3	1852	1611.34	0	0
NM_000075.4	1865	1624.34	2999.75	80.6861
NM_000076.2	1943	1702.34	5.4346	0.13948
NM_000077.5	978	737.342	187.698	11.122
NM_000078.3	1691	1450.34	0	0
NM_000079.4	1984	1743.34	2	0.0501231
NM_000080.4	2482	2241.34	35.0354	0.682952
NM_000081.4	13466	13225.3	525.692	1.73666
NM_000082.4	9414	9173.34	264.51	1.25981
NM_000083.3	3187	2946.34	0	0
NM_000084.5	9472	9231.34	0.432396	0.00204648
NM_000085.5	2562	2321.34	0	0
NM_000086.2	1879	1638.34	256.474	6.83958
NM_000087.5	2784	2543.34	0	0
NM_000088.4	5914	5673.34	2.07831e+06	16005.2
NM_000089.4	5072	4831.34	996342	9010.14
NM_000090.4	5490	5249.34	303965	2529.94
NM_000091.5	8038	7797.34	0	0
NM_000092.5	9984	9743.34	4.13919e-07	1.85609e-09
NM_000093.5	8442	8201.34	88073.2	469.191
NM_000094.4	9231	8990.34	10976	53.3409
NM_000095.3	2452	2211.34	2096	41.412
NM_000096.4	4452	4211.34	0	0
NM_000097.7	2709	2468.34	2499.6	44.2441
NM_000098.3	2699	2458.34	731.773	13.0054
NM_000099.4	793	552.697	8242.05	651.537
NM_000100.4	588	352.134	2624	325.572
NM_000101.4	692	452.445	2438.23	235.451
NM_000102.4	1750	1509.34	0	0
NM_000103.4	4403	4162.34	2.63043e-05	2.76109e-07
NM_000104.4	5218	4977.34	6589	57.8379
NM_000106.6	1588	1347.34	0	0
NM_000107.3	1815	1574.34	493.531	13.6964
NM_000108.5	3537	3296.34	2903.13	38.4791
NM_000109.4	13854	13613.3	0	0
NM_000110.4	4423	4182.34	1487.65	15.5407
NM_000111.3	2882	2641.34	0	0
NM_000112.4	8054	7813.34	1954.68	10.9302
NM_000113.3	2080	1839.34	3518	83.565
NM_000115.5	4274	4033.34	13.7442	0.148883
NM_000116.5	1906	1665.34	76.6633	2.01129
