target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4386.82	299.996	3.48657
NM_000015.3	1285	1061.82	0	0
NM_000016.6	2261	2037.82	936.074	23.4195
NM_000017.4	1859	1635.82	154.497	4.81523
NM_000018.4	2184	1960.82	7805.74	202.96
NM_000019.4	1537	1313.82	1763.38	68.4298
NM_000020.3	4177	3953.82	0	0
NM_000021.4	6018	5794.82	668.126	5.8783
NM_000022.4	1496	1272.82	459.746	18.4156
NM_000023.4	1429	1205.82	8.72632	0.368963
NM_000024.6	2013	1789.82	102	2.90553
NM_000025.3	2585	2361.82	0	0
NM_000026.4	4359	4135.82	222.439	2.74209
NM_000027.4	2037	1813.82	587.352	16.5096
NM_000028.3	7314	7090.82	17.3384	0.124665
NM_000030.3	2900	2676.82	0	0
NM_000031.6	3129	2905.82	1324.72	23.2428
NM_000032.5	1940	1716.82	0	0
NM_000033.4	3669	3445.82	522.419	7.72965
NM_000035.4	2420	2196.82	0	0
NM_000036.3	2335	2111.82	0	0
NM_000037.4	8292	8068.82	28.2979	0.178804
NM_000038.6	10704	10480.8	674.136	3.27933
NM_000039.3	899	675.816	0	0
NM_000040.3	535	316.541	1	0.161066
NM_000041.4	1166	942.816	29.8562	1.61451
NM_000042.3	1174	950.816	0	0
NM_000043.6	3696	3472.82	2141.32	31.4364
NM_000044.6	10667	10443.8	397.919	1.94254
NM_000045.4	1447	1223.82	0	0
NM_000046.5	4852	4628.82	1224.88	13.4914
NM_000047.3	2219	1995.82	8.09074	0.206681
NM_000048.4	2140	1916.82	710.232	18.8909
NM_000049.4	5422	5198.82	30.2153	0.296316
NM_000050.4	1863	1639.82	28.9633	0.900503
NM_000051.4	12915	12691.8	541.796	2.17643
NM_000052.7	8492	8268.82	746.425	4.60231
NM_000053.4	6598	6374.82	0	0
NM_000054.7	1825	1601.82	0	0
NM_000055.4	2405	2181.82	57.2707	1.33828
NM_000056.5	1506	1282.82	170.523	6.77723
NM_000057.4	5240	5016.82	570.08	5.79349
NM_000059.4	11954	11730.8	982.237	4.26895
NM_000061.3	2575	2351.82	0	0
NM_000062.3	1830	1606.82	1964.55	62.3347
NM_000063.6	2610	2386.82	41.7869	0.892594
NM_000064.4	5231	5007.82	276	2.80992
NM_000065.5	3691	3467.82	0	0
NM_000066.4	2040	1816.82	0	0
NM_000067.3	1562	1338.82	10	0.380813
NM_000068.4	8660	8436.82	0	0
NM_000069.3	6028	5804.82	0	0
NM_000070.3	3315	3091.82	95.9751	1.58262
NM_000071.3	2495	2271.82	725.284	16.2768
NM_000072.3	2108	1884.82	205.23	5.55142
NM_000073.3	2690	2466.82	0	0
NM_000074.3	1852	1628.82	0	0
NM_000075.4	1865	1641.82	3037.63	94.3284
NM_000076.2	1943	1719.82	0	0
NM_000077.5	978	754.816	6.83767	0.461849
NM_000078.3	1691	1467.82	0	0
NM_000079.4	1984	1760.82	0	0
NM_000080.4	2482	2258.82	13.4885	0.30445
NM_000081.4	13466	13242.8	396.158	1.52518
NM_000082.4	9414	9190.82	264.356	1.46645
NM_000083.3	3187	2963.82	0	0
NM_000084.5	9472	9248.82	0	0
NM_000085.5	2562	2338.82	4	0.087196
NM_000086.2	1879	1655.82	111.18	3.42332
NM_000087.5	2784	2560.82	0	0
NM_000088.4	5914	5690.82	1.2957e+06	11608.2
NM_000089.4	5072	4848.82	782235	8224.97
NM_000090.4	5490	5266.82	290832	2815.31
NM_000091.5	8038	7814.82	1.02029e-08	6.6564e-11
NM_000092.5	9984	9760.82	0	0
NM_000093.5	8442	8218.82	130600	810.15
NM_000094.4	9231	9007.82	2980.75	16.8709
NM_000095.3	2452	2228.82	14480	331.228
NM_000096.4	4452	4228.82	0	0
NM_000097.7	2709	2485.82	2375.25	48.7162
NM_000098.3	2699	2475.82	472.795	9.73616
NM_000099.4	793	569.873	6587.93	589.391
NM_000100.4	588	367.417	3601	499.686
NM_000101.4	692	469.587	1783.96	193.687
NM_000102.4	1750	1526.82	1	0.0333923
NM_000103.4	4403	4179.82	7.23205e-05	8.82139e-07
NM_000104.4	5218	4994.82	4321	44.106
NM_000106.6	1588	1364.82	0	0
NM_000107.3	1815	1591.82	545.34	17.4665
NM_000108.5	3537	3313.82	2659.2	40.9124
NM_000109.4	13854	13630.8	0	0
NM_000110.4	4423	4199.82	1694.38	20.569
NM_000111.3	2882	2658.82	0	0
NM_000112.4	8054	7830.82	1748.81	11.386
NM_000113.3	2080	1856.82	2697	74.0534
NM_000115.5	4274	4050.82	0	0
NM_000116.5	1906	1682.82	77.7873	2.3567
NM_000117.3	1281	1057.82	2190	105.552
NM_000118.4	3082	2858.82	804.214	14.3423
NM_000119.3	2434	2210.82	0	0
NM_000120.4	1780	1556.82	0	0
NM_000121.4	2411	2187.82	327	7.62026
NM_000122.2	2718	2494.82	1466.04	29.9599
NM_000123.4	3888	3664.82	2383.32	33.1561
NM_000124.4	9001	8777.82	665.462	3.86518
NM_000125.4	6327	6103.82	0	0
NM_000126.4	2289	2065.82	585.475	14.4494
NM_000127.3	8243	8019.82	8055	51.2076
NM_000128.4	3053	2829.82	0	0
NM_000129.4	3828	3604.82	2	0.0282865
NM_000130.5	9132	8908.82	2	0.0114457
NM_000131.4	3144	2920.82	0	0
NM_000132.4	9032	8808.82	24.0673	0.139298
NM_000133.4	2800	2576.82	0	0
NM_000134.4	2226	2002.82	4.93865	0.125719
NM_000135.4	5452	5228.82	1076.02	10.4918
NM_000136.3	4592	4368.82	403.894	4.71342
NM_000137.4	1456	1232.82	336.668	13.9231
NM_000138.5	11609	11385.8	90479.5	405.153
NM_000139.5	3648	3424.82	0	0
NM_000140.5	7689	7465.82	1171.21	7.99816
NM_000141.5	4624	4400.82	0	0
NM_000142.5	4301	4077.82	102.818	1.28551
NM_000143.4	1791	1567.82	2664	86.6307
NM_000144.5	6978	6754.82	271.458	2.0489
NM_000145.4	2762	2538.82	0	0
NM_000146.4	871	647.816	27007	2125.48
NM_000147.5	2043	1819.82	58	1.62493
NM_000148.4	4214	3990.82	0	0
NM_000149.4	2565	2341.82	0	0
NM_000150.4	3326	3102.82	0	0
NM_000151.4	4164	3940.82	0	0
NM_000152.5	3751	3527.82	66.9164	0.967073
NM_000153.4	3794	3570.82	932.598	13.3156
NM_000154.2	1397	1173.82	754.963	32.7913
NM_000155.4	1756	1532.82	270.539	8.99856
NM_000156.6	1110	886.816	135.531	7.79179
NM_000157.4	2291	2067.82	1685.6	41.5601
NM_000158.4	2941	2717.82	9498.89	178.191
NM_000159.4	1852	1628.82	391.854	12.2655
NM_000160.5	2030	1806.82	0	0
NM_000161.3	2916	2692.82	50	0.946665
NM_000162.5	2745	2521.82	0	0
NM_000163.5	4899	4675.82	116.899	1.27464
NM_000164.4	3310	3086.82	0	0
NM_000165.5	3083	2859.82	12847	229.032
NM_000166.6	1937	1713.82	0	0
NM_000167.6	4410	4186.82	19.0963	0.23254
NM_000168.6	8405	8181.82	321.979	2.00637
NM_000169.3	1318	1094.82	628.772	29.2809
NM_000170.3	3843	3619.82	64	0.901418
NM_000171.4	1812	1588.82	0	0
NM_000172.4	2465	2241.82	1.03144	0.0234572
NM_000173.7	2514	2290.82	15	0.333837
NM_000174.5	877	653.816	0	0
NM_000175.5	4125	3901.82	13518.8	176.646
NM_000176.3	6778	6554.82	653.486	5.08287
NM_000177.5	2619	2395.82	1242.29	26.4363
NM_000178.4	1909	1685.82	1424.47	43.0801
NM_000179.3	4265	4041.82	2322.76	29.2995
NM_000180.4	3680	3456.82	0	0
NM_000181.4	2199	1975.82	571.173	14.7385
NM_000182.5	2943	2719.82	6957.97	130.429
NM_000183.3	1997	1773.82	3099.42	89.085
NM_000184.3	586	365.417	0	0
NM_000185.4	2203	1979.82	14	0.360526
NM_000186.4	3962	3738.82	533.845	7.27971
NM_000187.4	1674	1450.82	0	0
NM_000188.3	3602	3378.82	10161.7	153.332
NM_000189.5	5626	5402.82	3302.78	31.1668
NM_000190.4	1505	1281.82	542.182	21.5651
NM_000191.3	1570	1346.82	648.087	24.5334
NM_000192.3	3921	3697.82	188.008	2.59217
NM_000193.4	4650	4426.82	0	0
NM_000194.3	1395	1171.82	1570	68.3082
NM_000195.5	3703	3479.82	0.0183229	0.000268454
NM_000196.4	1896	1672.82	0	0
NM_000197.2	1159	935.816	1	0.0544807
NM_000198.4	1675	1451.82	2	0.0702346
NM_000199.5	2705	2481.82	393.451	8.08264
NM_000200.3	532	313.764	0	0
NM_000201.3	2967	2743.82	164	3.04735
NM_000202.8	7580	7356.82	2595.7	17.9886
NM_000203.5	2174	1950.82	287.24	7.50692
NM_000204.5	1978	1754.82	40	1.16215
NM_000206.3	1480	1256.82	0	0
NM_000207.3	465	251.888	0	0
NM_000208.4	9463	9239.82	263.04	1.45141
NM_000209.4	2603	2379.82	0	0
NM_000210.4	5816	5592.82	4576.87	41.7225
NM_000211.5	2807	2583.82	4.748	0.0936875
NM_000212.3	5941	5717.82	3128.1	27.8923
NM_000213.5	5896	5672.82	5.31891	0.0478032
NM_000214.3	5940	5716.82	243	2.16713
NM_000215.4	5386	5162.82	29.6415	0.292716
NM_000216.4	6265	6041.82	7.31609	0.0617369
NM_000217.3	7985	7761.82	17	0.111665
NM_000218.3	3224	3000.82	0	0
NM_000219.6	3505	3281.82	0	0
NM_000220.6	2333	2109.82	1	0.0241651
NM_000221.3	2397	2173.82	18.4976	0.433836
NM_000222.3	5147	4923.82	0	0
NM_000223.4	1880	1656.82	4	0.123089
NM_000224.3	1413	1189.82	653.029	27.9824
NM_000226.4	2296	2072.82	23	0.565718
NM_000227.6	5618	5394.82	0	0
NM_000228.3	4014	3790.82	141.063	1.89721
NM_000229.2	1496	1272.82	349.564	14.0021
NM_000230.3	3427	3203.82	6	0.0954809
NM_000231.3	1594	1370.82	0	0
NM_000232.5	4248	4024.82	7233.5	91.6295
NM_000233.4	3076	2852.82	0	0
NM_000234.3	3125	2901.82	1070.25	18.8039
NM_000235.4	2496	2272.82	3592.16	80.5794
NM_000236.3	2559	2335.82	9	0.196443
NM_000237.3	3565	3341.82	3	0.045769
NM_000238.4	4292	4068.82	0	0
NM_000239.3	1490	1266.82	4.00089	0.161018
NM_000240.4	3931	3707.82	7	0.0962527
NM_000242.3	3521	3297.82	0	0
NM_000243.3	3506	3282.82	0	0
NM_000244.4	2746	2522.82	8.3177	0.168093
NM_000245.4	6822	6598.82	4437.38	34.2842
NM_000246.4	16061	15837.8	0	0
NM_000247.3	1366	1142.82	168.981	7.53865
NM_000248.4	4475	4251.82	0	0
NM_000249.4	2494	2270.82	1480.76	33.2457
NM_000250.2	3216	2992.82	2	0.0340708
NM_000251.3	3115	2891.82	1784.84	31.4674
NM_000252.3	3412	3188.82	401.98	6.42699
NM_000253.4	4043	3819.82	0	0
NM_000254.3	10547	10323.8	1741.18	8.59876
NM_000255.4	3811	3587.82	1221.62	17.3595
NM_000256.3	4217	3993.82	0	0
NM_000257.4	6027	5803.82	0	0
NM_000258.3	885	661.816	0	0
NM_000259.3	12238	12014.8	3474.13	14.7422
NM_000260.4	7483	7259.82	0	0
NM_000261.2	2100	1876.82	2	0.0543302
NM_000262.3	3696	3472.82	983.501	14.4386
NM_000263.4	2475	2251.82	1310	29.6599
