target_id	length	eff_length	est_counts	tpm
NM_000014.6	4610	4390.58	1015.27	9.11892
NM_000015.3	1285	1065.58	0	0
NM_000016.6	2261	2041.58	1200.57	23.1901
NM_000017.4	1859	1639.58	277	6.66238
NM_000018.4	2184	1964.58	10232.5	205.398
NM_000019.4	1537	1317.58	1729.86	51.7747
NM_000020.3	4177	3957.58	0	0
NM_000021.4	6018	5798.58	1666.99	11.3369
NM_000022.4	1496	1276.58	639.96	19.7691
NM_000023.4	1429	1209.58	77.202	2.51696
NM_000024.6	2013	1793.58	119	2.61643
NM_000025.3	2585	2365.58	2.12808	0.0354758
NM_000026.4	4359	4139.58	383.692	3.65519
NM_000027.4	2037	1817.58	589.366	12.7872
NM_000028.3	7314	7094.58	34.6253	0.192465
NM_000030.3	2900	2680.58	1.2585	0.0185142
NM_000031.6	3129	2909.58	1428.32	19.3587
NM_000032.5	1940	1720.58	0	0
NM_000033.4	3669	3449.58	1206.81	13.7961
NM_000035.4	2420	2200.58	7	0.125442
NM_000036.3	2335	2115.58	0	0
NM_000037.4	8292	8072.58	0	0
NM_000038.6	10704	10484.6	1114.32	4.19125
NM_000039.3	899	679.584	3	0.174085
NM_000040.3	535	319.76	0	0
NM_000041.4	1166	946.584	112.953	4.70567
NM_000042.3	1174	954.584	0	0
NM_000043.6	3696	3476.58	1985.47	22.5214
NM_000044.6	10667	10447.6	122.415	0.462066
NM_000045.4	1447	1227.58	0	0
NM_000046.5	4852	4632.58	8255.23	70.2732
NM_000047.3	2219	1999.58	0	0
NM_000048.4	2140	1920.58	1253.72	25.7426
NM_000049.4	5422	5202.58	9.48066	0.0718626
NM_000050.4	1863	1643.58	4.50614	0.108117
NM_000051.4	12915	12695.6	836.607	2.59868
NM_000052.7	8492	8272.58	1036.92	4.94294
NM_000053.4	6598	6378.58	0	0
NM_000054.7	1825	1605.58	0	0
NM_000055.4	2405	2185.58	12	0.21652
NM_000056.5	1506	1286.58	209.405	6.41849
NM_000057.4	5240	5020.58	636.697	5.00106
NM_000059.4	11954	11734.6	708.11	2.37967
NM_000061.3	2575	2355.58	0	0
NM_000062.3	1830	1610.58	663.431	16.2441
NM_000063.6	2610	2390.58	24.9354	0.411336
NM_000064.4	5231	5011.58	69	0.542947
NM_000065.5	3691	3471.58	0	0
NM_000066.4	2040	1820.58	0	0
NM_000067.3	1562	1342.58	0	0
NM_000068.4	8660	8440.58	0	0
NM_000069.3	6028	5808.58	0	0
NM_000070.3	3315	3095.58	103.363	1.31676
NM_000071.3	2495	2275.58	995.797	17.2569
NM_000072.3	2108	1888.58	2379.64	49.6888
NM_000073.3	2690	2470.58	0	0
NM_000074.3	1852	1632.58	0	0
NM_000075.4	1865	1645.58	3151.12	75.5141
NM_000076.2	1943	1723.58	6.04688	0.138351
NM_000077.5	978	758.584	205.068	10.6605
NM_000078.3	1691	1471.58	20	0.535955
NM_000079.4	1984	1764.58	36.339	0.81211
NM_000080.4	2482	2262.58	290.664	5.06606
NM_000081.4	13466	13246.6	960.636	2.85982
NM_000082.4	9414	9194.58	230.943	0.990505
NM_000083.3	3187	2967.58	0	0
NM_000084.5	9472	9252.58	0	0
NM_000085.5	2562	2342.58	0	0
NM_000086.2	1879	1659.58	204.268	4.85383
NM_000087.5	2784	2564.58	4	0.0615073
NM_000088.4	5914	5694.58	1.94411e+06	13463
NM_000089.4	5072	4852.58	991333	8056.2
NM_000090.4	5490	5270.58	237884	1779.88
NM_000091.5	8038	7818.58	0	0
NM_000092.5	9984	9764.58	0	0
NM_000093.5	8442	8222.58	70226.1	336.801
NM_000094.4	9231	9011.58	2228	9.74985
NM_000095.3	2452	2232.58	581	10.2625
NM_000096.4	4452	4232.58	0	0
NM_000097.7	2709	2489.58	2250.69	35.651
NM_000098.3	2699	2479.58	1014.35	16.1322
NM_000099.4	793	573.714	11686.6	803.3
NM_000100.4	588	371.116	3223	342.479
NM_000101.4	692	473.21	3980.05	331.68
NM_000102.4	1750	1530.58	0	0
NM_000103.4	4403	4183.58	1.40852e-05	1.3277e-07
NM_000104.4	5218	4998.58	5944	46.8938
NM_000106.6	1588	1368.58	0	0
NM_000107.3	1815	1595.58	1513.32	37.4019
NM_000108.5	3537	3317.58	3071.61	36.5113
NM_000109.4	13854	13634.6	0	0
NM_000110.4	4423	4203.58	992.82	9.31396
NM_000111.3	2882	2662.58	4	0.0592434
NM_000112.4	8054	7834.58	1685.29	8.48288
NM_000113.3	2080	1860.58	3444	72.9957
NM_000115.5	4274	4054.58	21	0.204247
NM_000116.5	1906	1686.58	31.8365	0.744391
NM_000117.3	1281	1061.58	2682	99.6295
NM_000118.4	3082	2862.58	1286.47	17.7226
NM_000119.3	2434	2214.58	0	0
NM_000120.4	1780	1560.58	0	0
NM_000121.4	2411	2191.58	418.94	7.53836
NM_000122.2	2718	2498.58	2101.05	33.1608
NM_000123.4	3888	3668.58	2946.1	31.6689
NM_000124.4	9001	8781.58	2131.1	9.57006
NM_000125.4	6327	6107.58	0	0
NM_000126.4	2289	2069.58	1299.87	24.7685
NM_000127.3	8243	8023.58	25521.9	125.438
NM_000128.4	3053	2833.58	0	0
NM_000129.4	3828	3608.58	2	0.0218563
NM_000130.5	9132	8912.58	0	0
NM_000131.4	3144	2924.58	0	0
NM_000132.4	9032	8812.58	14.7409	0.0659634
NM_000133.4	2800	2580.58	0	0
NM_000134.4	2226	2006.58	0	0
NM_000135.4	5452	5232.58	1005.02	7.57431
